NAME,LATDD,LONGDD,IS_DUPLICATE,VILLA
GAUTORO,2.55,36.38,1,GAUTORO
GAVALAGI,0.03,34.7,1,GAVALAGI
GAVUDIA,0.1,34.78,1,GAVUDIA
GAVUDIASUBLOCATION,0.1,34.77,1,GAVUDIASUBLOCATION
GAVUDUNYI,0.07,34.8,1,GAVUDUNYI
GAWAL,3.55,38.43,1,GAWAL
GAWAL,3.55,38.43,2,GAWAL
GAZI,-2.28,38.2,1,GAZI
GASI,-4.42,39.05,1,GASI
GASI,-4.42,39.05,2,GASI
GASI,-4.42,39.05,3,GASI
GASIBEACH,-4.43,39.05,1,GASIBEACH
GASIBEACH,-4.43,39.05,2,GASIBEACH
GASISUBLOCATION,-4.42,39.05,1,GASISUBLOCATION
GASISUBLOCATION,-4.42,39.05,2,GASISUBLOCATION
GEA,0.05,35.58,1,GEA
GEBABU,0.68,39.13,1,GEBABU
GEBEGEBE,0.37,39.13,1,GEBEGEBE
GEBEL,4.38,36.93,1,GEBEL
GECHAR MURUA,3.72,35.43,1,GECHAR MURUA
GECHAR MURUA,3.72,35.43,2,GECHAR MURUA
GEDE,-3.47,39.3,1,GEDE
GEDE,-3.3,40.02,2,GEDE
GEDE,-3.3,40.02,3,GEDE
GEDE,-3.47,39.3,4,GEDE
GEDELOCATION,-3.3,40.05,1,GEDELOCATION
GEDENATIONALPARK,-3.3,40.02,1,GEDENATIONALPARK
GEDENATIONALPARK,-3.3,40.02,2,GEDENATIONALPARK
GEDENATIONALPARK,-3.3,40.02,3,GEDENATIONALPARK
GEDERUINS,-3.3,40.02,1,GEDERUINS
GEDERUINS,-3.3,40.02,2,GEDERUINS
GEDESETTLEMENTAREA,-3.28,40.02,1,GEDESETTLEMENTAREA
GEDESETTLEMENTAREA,-3.28,40.02,2,GEDESETTLEMENTAREA
GEDESUBLOCATION,-3.32,40.02,1,GEDESUBLOCATION
GEDESUBLOCATION,-3.32,40.02,2,GEDESUBLOCATION
GEDESUBLOCATION,-3.52,39.03,3,GEDESUBLOCATION
GEDUD WAR,3.18,40.87,1,GEDUD WAR
GEDUD WAR,3.18,40.87,2,GEDUD WAR
GEILO,3.55,41.28,1,GEILO
GEITWA,-0.63,37.08,1,GEITWA
GEITWASUBLOCATION,-0.62,37.07,1,GEITWASUBLOCATION
GEKANDO,-0.72,37.08,1,GEKANDO
GEKANDU,-0.72,37.1,1,GEKANDU
GEKANDU,-0.72,37.1,2,GEKANDU
GEKANDUSUBLOCATION,-0.72,37.1,1,GEKANDUSUBLOCATION
GEKANO,-0.68,34.92,1,GEKANO
GEKENDO,-0.52,34.97,1,GEKENDO
GEKOMONI,-0.53,34.93,1,GEKOMONI
GEKUURI,-0.45,37.55,1,GEKUURI
GEKUURISUBLOCATION,-0.43,37.57,1,GEKUURISUBLOCATION
GELAI,1.13,36.08,1,GELAI
GELAI,1.73,36.85,2,GELAI
GELAI,1.73,36.85,3,GELAI
GELAI,-2.08,37.4,4,GELAI
GELEGELE,-0.88,35.03,1,GELEGELE
GELEGELESUBLOCATION,-0.88,35.05,1,GELEGELESUBLOCATION
GELOGA,-0.72,34.95,1,GELOGA
GEM,-0.28,34.95,1,GEM
GEMBA,-0.05,34.22,1,GEMBA
GEMBA,-0.05,34.22,2,GEMBA
GEMBA,-0.05,34.22,3,GEMBA
GEMBIS,1.55,40.27,1,GEMBIS
GEMBIS,1.18,39.97,2,GEMBIS
GEMBIS,1.18,39.97,3,GEMBIS
GEMLOCATION,-0.63,34.57,1,GEMLOCATION
GEMSUBLOCATION,-0.25,34.93,1,GEMSUBLOCATION
GENDIA,-0.37,34.65,1,GENDIA
GENDIA,-0.4,34.07,2,GENDIA
GENDO,-0.72,34.22,1,GENDO
GENGRAISLAND,-0.35,34.45,1,GENGRAISLAND
GENGRAISLAND,-0.35,34.45,2,GENGRAISLAND
GENJOY,-0.9,35.45,1,GENJOY
GEORGE,-1.25,34.8,1,GEORGE
GERAU,1.28,36.37,1,GERAU
GERAU,1.28,36.37,2,GERAU
GEROMET,0.37,37.53,1,GEROMET
GERSIAKI,2.88,39.43,1,GERSIAKI
GERUJO,-2.97,39.7,1,GERUJO
GESA,1.9,38.08,1,GESA
GESA,1.9,38.08,2,GESA
GESABAKWA,-0.78,34.9,1,GESABAKWA
GESARARA,-0.07,34.8,1,GESARARA
GESARARA,-0.07,34.8,2,GESARARA
GESHURU,-1.23,34.75,1,GESHURU
GESIAGA,-0.62,34.92,1,GESIAGA
GESIEKA,-0.57,34.77,1,GESIEKA
GESIEKA,-0.57,34.77,2,GESIEKA
GESIMA,-0.72,34.98,1,GESIMA
GESIMA,-0.68,34.95,2,GESIMA
GESONSO,-0.07,34.73,1,GESONSO
GESUSU,-0.87,34.9,1,GESUSU
GESUNSU,-0.08,34.65,1,GESUNSU
GESUNSU,-0.08,34.65,2,GESUNSU
GETAFORESTSTATION,-0.47,36.6,1,GETAFORESTSTATION
GETAMILL,-0.47,36.58,1,GETAMILL
GETANO,-0.7,34.9,1,GETANO
GETARE,-0.07,34.8,1,GETARE
GETARWET,-0.52,35.15,1,GETARWET
GETATHURU,-1.23,36.73,1,GETATHURU
GETERI,-0.92,34.92,1,GETERI
GETHEBA,-1.3,36.68,1,GETHEBA
GETHEMU,-0.05,37.52,1,GETHEMU
GETHI,-0.6,37.15,1,GETHI
GETHI,-0.6,37.15,2,GETHI
GETHILOCATION,-0.58,37.12,1,GETHILOCATION
GETHILOCATION,-0.58,37.12,2,GETHILOCATION
GETHAMWINIESTATE,-0.97,37.02,1,GETHAMWINIESTATE
GETHAMWINIESTATE,-0.97,37.02,2,GETHAMWINIESTATE
GETHAMWINIESTATE,-0.97,37.02,3,GETHAMWINIESTATE
GETING MURUA,3.55,35.45,1,GETING MURUA
GETING MURUA,3.55,35.45,2,GETING MURUA
GETUGO,-0.12,38.08,1,GETUGO
GETUTU,-0.72,34.73,1,GETUTU
GETWANYANSE,-0.63,34.78,1,GETWANYANSE
GETWANYANSE,-0.63,34.78,2,GETWANYANSE
GHAZI,-3.28,38.45,1,GHAZI
GHOBAHARA,-0.15,39.77,1,GHOBAHARA
GHOBAHARA,-0.15,39.77,2,GHOBAHARA
GHOTE,2.07,39.68,1,GHOTE
GHULULATE,-0.97,40.98,1,GHULULATE
GHULULATE,-0.97,40.92,2,GHULULATE
GHUSALUGERI,0.35,36.12,1,GHUSALUGERI
GHUSALUGERI,0.35,36.12,2,GHUSALUGERI
GHUSALUGERI,0.35,36.12,3,GHUSALUGERI
GHUSALUGERI,0.35,36.12,4,GHUSALUGERI
GIACHAMWENGI,-0.45,36.95,1,GIACHAMWENGI
GIACHIARA,-0.57,37.4,1,GIACHIARA
GIACHUKI,-0.85,36.9,1,GIACHUKI
GIACHUMI,-1.07,36.78,1,GIACHUMI
GIAGACHUCHA,-0.42,37.08,1,GIAGACHUCHA
GIAGATIKA,-0.48,37.08,1,GIAGATIKA
GIAGITHU,-1.1,36.85,1,GIAGITHU
GIAITU,-0.48,37.1,1,GIAITU
GIAKAGENA,-0.43,37.13,1,GIAKAGENA
GIAKAIBII,-0.42,37.15,1,GIAKAIBII
GIAKANJA,-0.47,36.95,1,GIAKANJA
GIAKI,0.03,37.77,1,GIAKI
GIAKIBII,-0.42,37.15,1,GIAKIBII
GIAKISUBLOCATION,0.02,37.75,1,GIAKISUBLOCATION
GIANCHORE,-0.58,34.88,1,GIANCHORE
GIANRURE,-0.02,37.08,1,GIANRURE
GIANTSBILLIARDSTABLE,-0.12,37.43,1,GIANTSBILLIARDSTABLE
GIANTSBILLIARDSTABLE,-0.12,37.43,2,GIANTSBILLIARDSTABLE
GIATHAINISUBLOCATION,-0.87,37.08,1,GIATHAINISUBLOCATION
GIATHAINISUBLOCATION,-0.87,37.08,2,GIATHAINISUBLOCATION
GIATHENGE,-0.52,36.98,1,GIATHENGE
GIATHENGEFOREST,-0.52,36.97,1,GIATHENGEFOREST
GIATHIEKO,-1.08,36.82,1,GIATHIEKO
GIATHIEKOSUBLOCATION,-1.08,36.82,1,GIATHIEKOSUBLOCATION
GIATHUGUONE,-0.58,37.1,1,GIATHUGUONE
GIATHUGUTWO,-0.58,37.08,1,GIATHUGUTWO
GIATUTU,-0.97,36.97,1,GIATUTU
GIBISA LAGA,4.1,37.07,1,GIBISA LAGA
GIBISA LAGA,4.1,37.07,2,GIBISA LAGA
GIBISA LAGA,4.1,37.07,3,GIBISA LAGA
GIBNAYWA,0.08,34.8,1,GIBNAYWA
GICHAGE,-0.03,35.85,1,GICHAGE
GICHAGIINI,-0.8,36.9,1,GICHAGIINI
GICHAGIINI,-0.82,36.9,2,GICHAGIINI
GICHAGIINISUBLOCATION,-0.8,36.9,1,GICHAGIINISUBLOCATION
GICHANGAI,-0.48,37.43,1,GICHANGAI
GICHANGAI,-0.48,37.43,2,GICHANGAI
GICHARANI,-1.27,36.65,1,GICHARANI
GICHEHA,-1.02,36.92,1,GICHEHA
GICHERA,-0.45,37.6,1,GICHERA
GICHERORI,-0.43,37.43,1,GICHERORI
GICHERORI,-0.43,37.43,2,GICHERORI
GICHERU,-1.2,36.55,1,GICHERU
GICHERU,-1.18,36.57,2,GICHERU
GICHERUDIATOMITEDIGGINGS,-1.18,36.55,1,GICHERUDIATOMITEDIGGINGS
GICHICHE,-0.43,37.58,1,GICHICHE
GICHICHESUBLOCATION,-0.45,37.58,1,GICHICHESUBLOCATION
GICHICHESUBLOCATION,-0.05,37.07,2,GICHICHESUBLOCATION
GICHICHESUBLOCATION,-0.75,37.75,3,GICHICHESUBLOCATION
GICHICHI,-0.38,37.02,1,GICHICHI
GICHIENGO,-0.95,36.62,1,GICHIENGO
GICHIRA,-0.47,37.02,1,GICHIRA
GICHOCHO,-1.15,36.82,1,GICHOCHO
GICHONGO,-1.27,36.68,1,GICHONGO
GICHOTO,-1.28,36.65,1,GICHOTO
GICHUGU,-0.82,37.1,1,GICHUGU
GICHUGUSETTLEMENT,-0.57,37.42,1,GICHUGUSETTLEMENT
GICHUGUSETTLEMENT,-0.57,37.42,2,GICHUGUSETTLEMENT
GICHURU,-1.02,36.07,1,GICHURU
GIDAGADI,0.05,34.75,1,GIDAGADI
GIDEAESTATE,1.15,34.97,1,GIDEAESTATE
GIFYONZO,-4.2,39.25,1,GIFYONZO
GIFYONZOSUBLOCATION,-4.2,39.25,1,GIFYONZOSUBLOCATION
GIKAI,-0.6,36.77,1,GIKAI
GIKAMBURA,-1.23,36.62,1,GIKAMBURA
GIKAMBURA,-1.28,36.63,2,GIKAMBURA
GIKAMBURA,-1.28,36.63,3,GIKAMBURA
GIKAMBURASUBLOCATION,-1.27,36.63,1,GIKAMBURASUBLOCATION
GIKARANGURUANGANGASUBLOCATION,-0.85,37.1,1,GIKARANGURUANGANGASUBLOCATION
GIKARANGURUANGANGASUBLOCATION,-0.85,37.1,2,GIKARANGURUANGANGASUBLOCATION
GIKARANGURUANGANGASUBLOCATION,-0.85,37.1,3,GIKARANGURUANGANGASUBLOCATION
GIKARU,-1.2,36.7,1,GIKARU
GIKARU,-1.2,36.7,2,GIKARU
GIKERERE,-0.37,37.1,1,GIKERERE
GIKIGIE,-0.73,36.08,1,GIKIGIE
GIKIGIE,-0.73,36.08,2,GIKIGIE
GIKIGIE,-0.73,36.87,3,GIKIGIE
GIKIGIESUBLOCATION,-0.58,36.87,1,GIKIGIESUBLOCATION
GIKIIROSUBLOCATION,-0.07,37.63,1,GIKIIROSUBLOCATION
GIKINDU,-0.75,37.25,1,GIKINDU
GIKIRIRI,-0.35,37.1,1,GIKIRIRI
GAKOI,-0.63,36.93,1,GAKOI
GAKOI,-0.63,36.93,2,GAKOI
GAKOI,-0.63,36.93,3,GAKOI
GIKOE,-0.77,36.9,1,GIKOE
GIKARMORA,-0.82,37.03,1,GIKARMORA
GIKARMORA,-0.82,37.03,2,GIKARMORA
GIKARMORA,-0.8,37.05,3,GIKARMORA
GIKARMORA,-0.8,37.05,4,GIKARMORA
GEKONDI,-0.57,37.03,1,GEKONDI
GEKONDI,-0.57,37.03,2,GEKONDI
GIKONDILOCATION,-0.6,37.07,1,GIKONDILOCATION
GIKONDISUBLOCATION,-0.63,37.1,1,GIKONDISUBLOCATION
GIKORORO,-0.47,37.15,1,GIKORORO
GIKUI,-0.68,37.02,1,GIKUI
GAKUI,-0.93,36.92,2,GAKUI
GAKUI,-0.93,36.92,3,GAKUI
GIKUMBO,-0.45,37.12,1,GIKUMBO
GIKUMBO,-0.45,37.12,2,GIKUMBO
GIKUNGURU,-0.78,37.05,1,GIKUNGURU
GIKUNI,-1.2,36.7,1,GIKUNI
GIKURE,-0.97,36.08,1,GIKURE
GIKURUNE,-0.18,37.68,1,GIKURUNE
GIKURURU,-0.45,36.72,1,GIKURURU
GIKURURU,-0.45,36.72,2,GIKURURU
GIKUU,-0.72,37.25,1,GIKUU
GILAI,-1.22,34.87,1,GILAI
GILAI,-1.22,34.87,2,GILAI
GILANI,-1.57,37.6,1,GILANI
GILELENGE OLDOINYO,0.42,37.22,1,GILELENGE OLDOINYO
GILELENGE OLDOINYO,0.42,37.22,2,GILELENGE OLDOINYO
GILENYA,-1.13,35.15,1,GILENYA
GILGIL,-0.22,36.27,1,GILGIL
GILGIL,-0.22,36.27,2,GILGIL
GILGIL,-0.22,36.27,3,GILGIL
GILGIL,-0.05,36.32,4,GILGIL
GILGIL,-0.72,36.35,5,GILGIL
GILGIL,-0.72,36.35,6,GILGIL
GILGIL,-0.72,36.35,7,GILGIL
GILGILCLUB,-0.05,36.37,1,GILGILCLUB
GILGILWESTSETTLEMENT,-0.28,36.28,1,GILGILWESTSETTLEMENT
GILIGURUMU,0.03,37.95,1,GILIGURUMU
GILTAMAN,0.63,37.05,1,GILTAMAN
GILTAMAN,0.6,37.48,2,GILTAMAN
GILUNI,-0.32,38.22,1,GILUNI
GIMARAKWA,0.02,34.77,1,GIMARAKWA
GIMARAKWASUBLOCATION,0.02,34.75,1,GIMARAKWASUBLOCATION
GIMARIANI,0.02,34.8,1,GIMARIANI
GIMBA,-3.45,38.55,1,GIMBA
GINA,-0.08,34.47,1,GINA
GINGO,3.93,41.62,1,GINGO
GINIAESTATE,-0.98,37.23,1,GINIAESTATE
GIONSERI,-0.87,34.82,1,GIONSERI
GIRAFFEPOOL,-0.57,38.95,1,GIRAFFEPOOL
GIRANGO,-0.7,34.87,1,GIRANGO
GIRIAMA,-4.25,39.43,1,GIRIAMA
GIRIAMA,-3.8,39.58,2,GIRIAMA
GIRIBE,-1.1,34.28,1,GIRIBE
GIRIBE,-1.1,34.28,2,GIRIBE
GIRIETU,2.93,40.95,1,GIRIETU
GIRIFTU,2.02,39.75,1,GIRIFTU
GIRIFTU,2.02,39.75,2,GIRIFTU
GIRIFTUHARADE,2.88,39.08,1,GIRIFTUHARADE
GIRIGANHILLS,-3.45,37.73,1,GIRIGANHILLS
GIRIKI,0.4,36.07,1,GIRIKI
GIRIKI,0.4,36.07,2,GIRIKI
GIRIMALETA,-2.7,39.78,1,GIRIMALETA
GIRIMALETA,-2.7,39.78,2,GIRIMALETA
EMURUAGIRING,1.47,36.45,1,EMURUAGIRING
EMURUAGIRING,1.47,36.45,2,EMURUAGIRING
EMURUAGIRING,1.47,36.45,3,EMURUAGIRING
GISAMBAI,0.05,34.75,1,GISAMBAI
GISAMBA,0.05,34.75,1,GISAMBA
GISAMBA,0.05,34.75,2,GISAMBA
GISHERAMURUAK,-1.4,35.43,1,GISHERAMURUAK
GITAKUSUBLOCATION,-0.05,37.22,1,GITAKUSUBLOCATION
GITANGUIN,-0.58,36.08,1,GITANGUIN
GITARE,-0.4,37.55,1,GITARE
GITARENESUBLOCATION,-0.38,37.75,1,GITARENESUBLOCATION
GITARO,-0.73,37.07,1,GITARO
GITARU,-1.23,36.68,1,GITARU
GITARUSUBLOCATION,-1.23,36.07,1,GITARUSUBLOCATION
GITATHI,-0.4,37.07,1,GITATHI
GITATHIINI,-0.43,36.93,1,GITATHIINI
GETATHURU,-1.23,36.9,2,GETATHURU
GETATHURU,-1.23,36.9,3,GETATHURU
GETAUGA,-0.05,37.07,1,GETAUGA
GETAUGA,-0.05,37.07,2,GETAUGA
GITERO,-0.45,36.93,1,GITERO
GITHAGARA,-0.77,37.02,1,GITHAGARA
GITHAGARA,-0.77,37.02,2,GITHAGARA
GITHAGOYA,-0.65,37.22,1,GITHAGOYA
GITHAI,-0.48,36.62,1,GITHAI
GITHAKWA,-0.47,36.9,1,GITHAKWA
GITHAMBA,-1.07,36.82,1,GITHAMBA
GITHAMBIA,-0.88,36.95,1,GITHAMBIA
GITHAMBIA,-0.88,36.95,2,GITHAMBIA
GITHAMBO,-0.72,36.88,1,GITHAMBO
GITHAMBO,-0.72,36.9,2,GITHAMBO
GITHANGA,-0.63,37.08,1,GITHANGA
GITHANGA,-0.62,37.07,2,GITHANGA
GIDHANJE,-0.75,37.15,1,GIDHANJE
GIDHANJE,-0.75,37.15,2,GIDHANJE
GIDHANJE,-0.75,37.15,3,GIDHANJE
GITHARE,-0.42,36.03,1,GITHARE
GITHARE,-0.42,36.32,2,GITHARE
GITHARURU,-1.03,36.92,1,GITHARURU
GITHEE,-0.13,35.6,1,GITHEE
GITHEGA,-1.07,36.7,1,GITHEGA
GITHEGA,-1.12,36.82,2,GITHEGA
GITHEGI,-0.88,37.07,1,GITHEGI
GITEMBE,-0.85,37.05,1,GITEMBE
GITEMBE,-0.85,37.05,2,GITEMBE
GITEMBESUBLOCATION,-0.85,37.05,1,GITEMBESUBLOCATION
GITEMBESUBLOCATION,-0.85,37.05,2,GITEMBESUBLOCATION
GITHERERE,-0.48,36.87,1,GITHERERE
GITHERIONI,-1.02,36.65,1,GITHERIONI
GITHERIONI,-1.05,36.68,2,GITHERIONI
GITHIGA,-0.7,36.93,1,GITHIGA
GITHIGA,-1.08,36.72,2,GITHIGA
GITHIGA,-1.08,36.72,3,GITHIGA
GITHIGAA,-1.08,36.73,1,GITHIGAA
GITHIGAB,-1.1,36.75,1,GITHIGAB
GITHIGASUBLOCATION,-1.08,36.75,1,GITHIGASUBLOCATION
GITHIGUI,-1.05,36.92,1,GITHIGUI
GITHIKA,-0.75,36.78,1,GITHIKA
GITHIMA,0.12,37.4,1,GITHIMA
GITHIMA,0.12,37.4,2,GITHIMA
GITHIMA,-0.37,36.35,3,GITHIMA
GITHIMA,-0.42,36.87,4,GITHIMA
GITHIMA,-0.43,37.07,5,GITHIMA
GITHIMA,-0.48,37.1,6,GITHIMA
GITHIMA,-0.08,37.1,7,GITHIMA
GITHIMA,-0.85,37.05,8,GITHIMA
GITHIMA,-0.48,37.1,9,GITHIMA
GITHIMA,-0.07,36.6,10,GITHIMA
GITHIMA,-0.07,36.6,11,GITHIMA
GITHIMASUBLOCATION,-0.82,37.6,1,GITHIMASUBLOCATION
GITHINGAB,-1.08,36.75,1,GITHINGAB
GITHINGUCHO,-1.08,36.58,1,GITHINGUCHO
GITHIORO,-0.47,36.05,1,GITHIORO
GITHIORO,-1.47,36.78,2,GITHIORO
GITHIORO,-1.02,36.8,3,GITHIORO
GITHIORONI,-1.02,36.65,1,GITHIORONI
GITHIORONI,-1.02,36.65,2,GITHIORONI
GITHIORONI,-1.03,36.07,3,GITHIORONI
GITHIORONI,-1.03,36.07,4,GITHIORONI
GITHIOROSETTLEMENT,-0.73,36.58,1,GITHIOROSETTLEMENT
GITHIRINGU,-0.37,37.1,1,GITHIRINGU
GITHIRU,-0.45,37.02,1,GITHIRU
GITHITHI,-0.73,37.03,1,GITHITHI
GITHOGOROPLANTATIONS,-1.18,36.85,1,GITHOGOROPLANTATIONS
GITHOITO,-0.97,36.65,1,GITHOITO
GITHONGO,0.97,37.58,1,GITHONGO
GITHONGOSUBLOCATION,0.97,37.58,1,GITHONGOSUBLOCATION
GITHUA,-0.6,37.58,1,GITHUA
GITHUGI,-0.52,36.87,1,GITHUGI
GITHUGI,-0.52,36.87,2,GITHUGI
GITHUGI,-0.52,36.87,3,GITHUGI
GITHUGI,-0.62,36.08,4,GITHUGI
GIMURU,-0.82,36.92,1,GIMURU
GIMURU,-0.82,36.92,2,GIMURU
GITHUMU,-0.82,36.9,1,GITHUMU
GITHUMOSUBLOCATION,-0.08,36.92,1,GITHUMOSUBLOCATION
GITHUMOSUBLOCATION,-0.08,36.92,2,GITHUMOSUBLOCATION
GITHUNGUCHUSUBLOCATION,-1.02,36.92,1,GITHUNGUCHUSUBLOCATION
GITHINGURI,-0.37,36.08,1,GITHINGURI
GITHINGURI,-0.37,36.08,2,GITHINGURI
GITHUNGURI,-1.07,36.78,1,GITHUNGURI
GITHUNGURI,-0.55,37.1,2,GITHUNGURI
GITHUNGURI,-0.68,37.03,3,GITHUNGURI
GITHUNGURI,-0.73,37.05,4,GITHUNGURI
GITHUNGURI,-0.92,37.08,5,GITHUNGURI
GITHUNGURI,-1.05,36.9,6,GITHUNGURI
GITHUNGURIGIAGICHAMU,-1.18,36.07,1,GITHUNGURIGIAGICHAMU
GITHUNGURILOCATION,-0.98,36.75,1,GITHUNGURILOCATION
GITHUNGURISUBLOCATION,-0.92,37.08,1,GITHUNGURISUBLOCATION
GITHUNGURISUBLOCATION,-1.05,36.75,2,GITHUNGURISUBLOCATION
GITHUNGURU,-1.02,36.92,1,GITHUNGURU
GITHURE,-0.45,37.42,1,GITHURE
GITHURE,-0.45,37.42,2,GITHURE
GITHURI,-0.72,37.2,1,GITHURI
GITHUSUBLOCATION,0.12,37.82,1,GITHUSUBLOCATION
GITHUYA,-0.87,36.97,1,GITHUYA
GITHUVA,-1.87,36.92,1,GITHUVA
GITHUVA,-1.87,36.92,2,GITHUVA
GITIBORESUBLOCATION,-0.58,37.58,1,GITIBORESUBLOCATION
GITIESUBLOCATION,-0.07,37.73,1,GITIESUBLOCATION
GITIGE,-0.73,37.03,1,GITIGE
GITIHA,-1.07,36.7,1,GITIHA
GITILIGINIESTATE,-1.07,36.6,1,GITILIGINIESTATE
GITINDO,-1.05,36.73,1,GITINDO
GITINDOI,-1.03,36.73,1,GITINDOI
GITITHIA,-1.05,36.62,1,GITITHIA
GITITHIA,-1.07,36.7,2,GITITHIA
GITITHIASUBLOCATION,-1.07,36.62,1,GITITHIASUBLOCATION
GITITU,-0.05,37.03,1,GITITU
GITITU,-1.03,36.82,2,GITITU
GITITUSUBLOCATION,-0.05,37.03,1,GITITUSUBLOCATION
GITITUSUBLOCATION,-0.05,37.03,2,GITITUSUBLOCATION
GITOMBO,-1.05,36.08,1,GITOMBO
GITUAMBA,0.03,36.23,1,GITUAMBA
GITUAMBA,0.03,36.23,2,GITUAMBA
GITUAMBA,-0.77,37.02,3,GITUAMBA
GITUAMBA,-0.9,36.85,4,GITUAMBA
GITUAMBA,-0.9,36.85,5,GITUAMBA
GITUAMBA,-0.93,36.98,6,GITUAMBA
GITUAMBA,-0.97,36.95,7,GITUAMBA
GITUAMBA,-1.08,36.75,8,GITUAMBA
GITUAMBAAGRICULTUREEXPERIMENTALFARM,-0.75,36.85,1,GITUAMBAAGRICULTUREEXPERIMENTALFARM
GITUAMBAAGRICULTUREEXPERIMENTALFARM,-0.75,36.85,2,GITUAMBAAGRICULTUREEXPERIMENTALFARM
GITUAMBUGI,-0.37,37.58,1,GITUAMBUGI
GITUANDAGA,0.02,36.32,1,GITUANDAGA
GITUATHI,-0.48,37.05,1,GITUATHI
GITOBA,-0.47,37.38,1,GITOBA
GITOBA,-0.47,37.38,2,GITOBA
GITUGE,-0.65,37.02,1,GITUGE
GITUGISUBLOCATION,-0.65,37.02,1,GITUGISUBLOCATION
GITUGU,-0.68,36.93,1,GITUGU
GITUI,-0.73,37.05,1,GITUI
GITUI,-0.73,37.05,2,GITUI
GITUMBI,-0.4,36.98,1,GITUMBI
GITUMBI,-0.45,37.27,2,GITUMBI
GITUNDUTI,-0.38,37.13,1,GITUNDUTI
GITUNE,0.22,37.77,1,GITUNE
GITUNTU,-0.28,37.07,1,GITUNTU
GITURA,-0.92,37.12,1,GITURA
GETURI,-0.48,37.43,1,GETURI
GETURI,-0.48,37.43,2,GETURI
GITURU,-1.48,34.9,1,GITURU
GITURU,-0.8,36.85,2,GITURU
GITURU,-0.82,36.88,3,GITURU
GITURUESTATE,-1.2,36.8,1,GITURUESTATE
GITURUSUBLOCATION,-0.82,36.87,1,GITURUSUBLOCATION
GITURUSUBLOCATION,-1.82,36.9,2,GITURUSUBLOCATION
GITUTO,-0.72,37.9,1,GITUTO
GITUTO,-0.72,37.02,2,GITUTO
GITUTO,-0.73,37.02,3,GITUTO
GIITWA,-0.43,37.68,1,GIITWA
GIITWA,-0.43,37.68,2,GIITWA
GIITWA,-0.43,37.68,3,GIITWA
GITWAMBA,-0.98,36.7,1,GITWAMBA
GITWARA,-0.4,37.48,1,GITWARA
GITWE,-0.95,36.82,1,GITWE
GITWEKU,-0.7,36.97,1,GITWEKU
GIVIGOI,0.03,34.78,1,GIVIGOI
GIVOGI,0.05,34.82,1,GIVOGI
GIVOLE,0.03,34.73,1,GIVOLE
GLANVILLEHALT,0.95,35.07,1,GLANVILLEHALT
GLANVILLEHALT,0.95,35.07,2,GLANVILLEHALT
GLENLEEDLE,-0.7,36.52,1,GLENLEEDLE
GOATISLAND,-0.78,36.4,1,GOATISLAND
GOBA,3.15,39.45,1,GOBA
GOBAT,0.18,35.92,1,GOBAT
COBEI,-0.1,34.32,1,COBEI
COBEI,-0.1,34.32,2,COBEI
GOBELIA,-1.3,34.8,1,GOBELIA
GOBO,-3.82,39.1,1,GOBO
GOBWESUBLOCATION,-3.92,39.38,1,GOBWESUBLOCATION
GOCHOBOLOK,2.15,35.7,1,GOCHOBOLOK
GOCHOBOLOK,2.18,35.68,2,GOCHOBOLOK
GOCHOBOLOK,2.13,35.68,3,GOCHOBOLOK
GOCHODIN,2.02,35.08,1,GOCHODIN
GODAHALOVALLEY,3.52,39.12,1,GODAHALOVALLEY
GODANABIO,-2.63,40.2,1,GODANABIO
GODANABIO,-2.63,40.2,2,GODANABIO
GODBIM,-0.78,34.2,1,GODBIM
GODBURA,-0.72,34.08,1,GODBURA
GODBURA,-0.72,34.08,2,GODBURA
GODE,3.32,39.12,1,GODE
GODE,3.32,39.12,2,GODE
GODE,3.32,39.12,3,GODE
GODOLOO,-0.78,34.1,1,GODOLOO
GODOMA,3.05,39.3,1,GODOMA
GODOMADIDIKO,3.45,39.27,1,GODOMADIDIKO
GODOMA,-4.4,39.27,2,GODOMA
GODOMA,-4.4,39.27,3,GODOMA
GODOMA,-4.4,39.28,4,GODOMA
GODOMA,-4.4,39.28,5,GODOMA
GODONI,-4.15,39.43,1,GODONI
GODONIFOREST,-4.15,39.43,1,GODONIFOREST
GODONOODO,3.37,39.55,1,GODONOODO
GODRABUOR,-0.52,34.47,1,GODRABUOR
GODRABUOR,-0.52,34.47,2,GODRABUOR
GODRABUOR,-0.52,34.47,3,GODRABUOR
GODSIBUOCHE,-0.98,34.37,1,GODSIBUOCHE
GODSIBUOCHE,-0.98,34.37,2,GODSIBUOCHE
GODSIBUOCHE,-0.98,34.37,3,GODSIBUOCHE
GOGARFARM,-0.02,35.08,1,GOGARFARM
GOGO,-0.78,34.18,1,GOGO
GOGO,-0.92,34.03,2,GOGO
GOGOFALLS,-0.9,34.35,1,GOGOFALLS
GOI,-3.53,38.57,1,GOI
GOI,-3.53,38.57,2,GOI
GOIBEI,0.05,34.08,1,GOIBEI
GOIBEY,0.05,34.08,1,GOIBEY
GOIGOI,0.03,35.87,1,GOIGOI
GOIGOI,1.05,34.63,2,GOIGOI
GOIMASE,0.2,35.85,1,GOIMASE
GOIMASE,0.2,35.85,2,GOIMASE
GOISOI,0.58,35.78,1,GOISOI
GOITIGO,-1.05,35.82,1,GOITIGO
GOITU,0.77,38.08,1,GOITU
